id,latin,family,common,space,origin,climate,ideallight,toleratedlight,watering,insects,diseases,use,tempmax.celsius,tempmax.fahrenheit,tempmin.celsius,tempmin.fahrenheit
0,Aeschynanthus lobianus,Gesneriaceae,Watercress,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Collard greens,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Chicory root,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Tomatillo,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Ground cherry,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pepperoncini,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Habanero pepper,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Serrano pepper,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Poblano pepper,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Shishito pepper,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Banana pepper,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Eggplant Japanese,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Eggplant Italian,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Eggplant Fairy Tale,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pattypan squash,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Acorn squash,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Spaghetti squash,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Delicata squash,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Apple dwarf,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pear dwarf,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Peach dwarf,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Plum dwarf,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Cherry dwarf,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Apricot dwarf,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Nectarine dwarf,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Blueberry highbush,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Blueberry lowbush,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Gooseberry,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Currant red,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Currant black,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Kiwi hardy,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Kiwi golden,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Persimmon dwarf,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Tulip,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Daffodil,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Hyacinth,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Iris,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Lily Asiatic,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Lily Oriental,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Peony,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
